survey,station,latitude,longitude,collection_type,date,time_pst,tidal_stage,depth_m,lab,taxon_original,units_per_ml,cells_per_ml,biovolume_cubic_um_per_ml,gald_um,quality_check,debris
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-10-21,09:43:00,variable,0,BSA,Lindavia sp.,164.3,164.3,91278.7,10.2,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-10-21,09:43:00,variable,0,BSA,Plagioselmis nannoplanctica,164.3,164.3,56911,9.3,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-10-21,09:43:00,variable,0,BSA,Chroococcus sp.,164.3,164.3,4356.9,3.7,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-10-21,09:43:00,variable,0,BSA,Eucapsis microscopica,65052.8,130105.6,23419,0.8,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-21,10:02:00,variable,0,BSA,cf. Cyclotella sp.,124.3,124.3,32295.8,8.3,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-21,10:02:00,variable,0,BSA,Nitzschia reversa,62.2,62.2,53620.6,85.2,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-21,10:02:00,variable,0,BSA,Plagioselmis nannoplanctica,248.6,248.6,102193.9,11.1,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-21,10:02:00,variable,0,BSA,Chroococcus sp.,435.1,683.7,24674,4.5,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-21,10:02:00,variable,0,BSA,Eucapsis microscopica,24117.3,48234.6,8682.2,0.8,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-21,10:02:00,variable,0,BSA,Trachelomonas volvocina,62.2,62.2,34537.9,10.2,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Actinocyclus sp.,131.4,131.4,6775797.9,44.4,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Cyclotella sp.,262.8,262.8,110697.5,9.3,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Entomoneis paludosa,131.4,131.4,835468.8,38.9,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Gyrosigma sp.,131.4,131.4,486486.6,135.2,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Nitzschia acicularis,131.4,131.4,60262.5,101.9,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Nitzschia cf. sigma,131.4,131.4,127761.1,62,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Nitzschia sp.,262.8,262.8,8305.7,18.5,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Chroomonas sp.,131.4,131.4,57988.8,10.2,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Cryptomonas marssonii,394.3,394.3,175215.8,14.8,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Cryptomonas sp.,262.8,262.8,158796.4,16.7,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Plagioselmis nannoplanctica,394.3,394.3,101531,11.1,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Eucapsis microscopica,50465.2,100930.4,18167.5,0.8,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-21,10:20:00,variable,0,BSA,Euglena viridis,131.4,131.4,423911.3,50,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,Actinocyclus sp.,115,115,1433835.8,31.5,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,Lindavia cf. bodanica,115,115,10620655,61.1,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,Cyclotella sp.,115,115,15055.3,6.3,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,Cymbella sp.,115,115,134936.6,40.7,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,Diploneis sp.,115,115,212158.2,27.8,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,Entomoneis paludosa,115,115,1887580.3,53.7,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,Gyrosigma sp.,115,115,319988.7,134.3,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,cf. Lindavia sp.,115,115,82344.8,11.1,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,Navicula sp.,115,115,123787.8,25.9,Good,NA
SMSCG,FMWT_606,38.1698,-122.02177,grab_surface,2020-10-22,08:37:00,variable,0,BSA,Eucapsis microscopica,46686.9,93373.8,16807.3,0.8,Good,NA
SMSCG,EMP_NZS42,38.18055556,-122.0472222,grab_surface,2020-10-22,09:09:00,variable,0,BSA,Actinocyclus sp.,95.8,95.8,2568332.6,51.9,Good,NA
SMSCG,EMP_NZS42,38.18055556,-122.0472222,grab_surface,2020-10-22,09:09:00,variable,0,BSA,Cyclotella sp.,143.7,143.7,79868.9,12,Good,NA
SMSCG,EMP_NZS42,38.18055556,-122.0472222,grab_surface,2020-10-22,09:09:00,variable,0,BSA,Entomoneis paludosa,287.5,287.5,3292367.3,48.2,Good,NA
SMSCG,EMP_NZS42,38.18055556,-122.0472222,grab_surface,2020-10-22,09:09:00,variable,0,BSA,Lindavia sp.,47.9,47.9,34310.3,11.1,Good,NA
SMSCG,EMP_NZS42,38.18055556,-122.0472222,grab_surface,2020-10-22,09:09:00,variable,0,BSA,cf. Stauroforma sp.,47.9,47.9,19061.3,37,Good,NA
SMSCG,EMP_NZS42,38.18055556,-122.0472222,grab_surface,2020-10-22,09:09:00,variable,0,BSA,Tryblionella cf. victoriae,47.9,47.9,65496.2,28,Good,NA
SMSCG,EMP_NZS42,38.18055556,-122.0472222,grab_surface,2020-10-22,09:09:00,variable,0,BSA,Eucapsis microscopica,18638.3,37276.7,6709.8,0.8,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-10-22,09:37:00,variable,0,BSA,cf. Tryblionella sp.,1149.9,1149.9,4243164.1,27.8,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-10-22,09:37:00,variable,0,BSA,Eucapsis microscopica,247808.4,495616.9,89211,0.8,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2021-07-06,06:16:00,variable,0,BSA,Cyclotella sp.,67.6,67.6,4664.9,5.6,Good,High
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2021-07-06,06:16:00,variable,0,BSA,Gomphonema sp.,67.6,67.6,7992.7,27.3,Good,High
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2021-07-06,06:16:00,variable,0,BSA,Nitzschia sp.,1488.1,1488.1,299932.3,44.4,Good,High
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2021-07-06,06:16:00,variable,0,BSA,Eucapsis microscopica,26042.4,52084.8,9375.3,0.8,Good,High
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-06,07:15:00,variable,0,BSA,Cocconeis sp.,63.9,63.9,56668.7,18.5,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-06,07:15:00,variable,0,BSA,Cyclotella sp.,191.7,191.7,189318.8,14.8,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-06,07:15:00,variable,0,BSA,Navicula sp.,63.9,63.9,58523.3,42.6,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-06,07:15:00,variable,0,BSA,Nitzschia sp.,319.4,319.4,57479.9,75.9,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-06,07:15:00,variable,0,BSA,cf. Thalassiosira sp.,191.7,191.7,2940731.6,53.7,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-06,07:15:00,variable,0,BSA,Cryptomonas sp.,255.5,255.5,149166.1,16.7,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-06,07:15:00,variable,0,BSA,Plagioselmis nannoplanctica,127.8,127.8,21073.4,9.3,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-06,07:15:00,variable,0,BSA,Eucapsis microscopica,24595.6,49191.2,8854.4,0.8,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-06,08:02:00,variable,0,BSA,cf. Navicula sp.,92,92,17687.2,20.4,Good,Moderate
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-06,08:02:00,variable,0,BSA,Nitzschia sp.,92,92,6986.9,21.7,Good,Moderate
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-06,08:02:00,variable,0,BSA,Chlamydomonas sp.,92,92,17465.7,7.4,Good,Moderate
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-06,08:02:00,variable,0,BSA,Chlorella sp.,92,92,2439.8,3.7,Good,Moderate
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-06,08:02:00,variable,0,BSA,Chrysochromulina sp.,92,92,4315.8,5.6,Good,Moderate
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-06,08:02:00,variable,0,BSA,Cryptomonas sp.,92,92,84987.1,20.4,Good,Moderate
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-06,08:02:00,variable,0,BSA,Eucapsis microscopica,36797.5,73595.1,13247.1,0.8,Good,Moderate
SMSCG,STN_606,38.16775731,-122.0220091,grab_surface,2021-07-06,08:37:00,variable,0,BSA,Cyclotella sp.,255.5,255.5,85845.9,18.5,Good,NA
SMSCG,STN_606,38.16775731,-122.0220091,grab_surface,2021-07-06,08:37:00,variable,0,BSA,Entomoneis sp.,42.6,42.6,5619.6,14,Good,NA
SMSCG,STN_606,38.16775731,-122.0220091,grab_surface,2021-07-06,08:37:00,variable,0,BSA,Nitzschia sp.,85.2,85.2,19101.5,94.5,Good,NA
SMSCG,STN_606,38.16775731,-122.0220091,grab_surface,2021-07-06,08:37:00,variable,0,BSA,Plagioselmis nannoplanctica,42.6,42.6,14369,9.3,Good,NA
SMSCG,STN_606,38.16775731,-122.0220091,grab_surface,2021-07-06,08:37:00,variable,0,BSA,Eucapsis microscopica,16652.6,33305.2,5994.9,0.8,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2021-07-06,10:12:00,variable,0,BSA,Achnanthidium sp.,92,92,2406,7.4,Good,High
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2021-07-06,10:12:00,variable,0,BSA,Actinocyclus sp.,92,92,3251328.3,50,Good,High
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2021-07-06,10:12:00,variable,0,BSA,Chlorella sp.,184,184,2601.1,3,Good,High
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2021-07-06,10:12:00,variable,0,BSA,Eucapsis microscopica,37717.5,75435,13578.3,0.8,Good,High
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2021-07-06,10:12:00,variable,0,BSA,cf. Lepocinclis sp.,92,92,144760,33.3,Good,High
SMSCG,STN_602,38.114,-122.0461944,grab_surface,2021-07-06,10:37:00,variable,0,BSA,Cyclotella sp.,67.6,67.6,39274.1,11.1,Good,High
SMSCG,STN_602,38.114,-122.0461944,grab_surface,2021-07-06,10:37:00,variable,0,BSA,cf. Chlorella sp.,67.6,67.6,1794,3.7,Good,High
SMSCG,STN_602,38.114,-122.0461944,grab_surface,2021-07-06,10:37:00,variable,0,BSA,Plagioselmis nannoplanctica,67.6,67.6,13600.3,8,Good,High
SMSCG,STN_602,38.114,-122.0461944,grab_surface,2021-07-06,10:37:00,variable,0,BSA,Eucapsis microscopica,27665.8,55331.6,9959.7,0.8,Good,High
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-07-07,13:13:00,variable,0,BSA,Cocconeis sp.,47.9,47.9,34771.2,21,Good,Low
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-07-07,13:13:00,variable,0,BSA,Chlorella sp.,47.9,47.9,1270.8,3.7,Good,Low
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-07-07,13:13:00,variable,0,BSA,Teleaulax amphioxeia,143.7,143.7,43287.7,9.3,Good,Low
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-07-07,13:13:00,variable,0,BSA,Aphanizomenon sp.,143.7,7905.7,476017,5.6,Good,Low
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-07-07,13:13:00,variable,0,BSA,Eucapsis microscopica,19117.5,38234.9,6882.3,0.8,Good,Low
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-08,05:29:00,variable,0,BSA,Cyclotella sp.,31.9,31.9,4917.1,7,Good,Low
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-08,05:29:00,variable,0,BSA,Skeletonema sp.,31.9,31.9,1670.8,7.4,Good,Low
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-08,05:29:00,variable,0,BSA,Chlamydomonas sp.,31.9,31.9,3913.6,6.5,Good,Low
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-08,05:29:00,variable,0,BSA,Chrysochromulina sp.,31.9,31.9,915.9,4,Good,Low
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-08,05:29:00,variable,0,BSA,Plagioselmis nannoplanctica,95.8,95.8,8760.5,6,Good,Low
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-08,05:29:00,variable,0,BSA,Eucapsis microscopica,12649.2,25298.3,4553.7,0.8,Good,Low
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-08,05:29:00,variable,0,BSA,Lepocinclis sp.,31.9,31.9,31683.7,29.6,Good,Low
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-08,05:29:00,variable,0,BSA,cf. Gymnodinium sp.,31.9,31.9,17358.5,12,Good,Low
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-09,09:03:00,variable,0,BSA,Achnanthidium sp.,115,115,8253.9,13,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-09,09:03:00,variable,0,BSA,Cocconeis sp.,115,115,102003.7,18.5,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-09,09:03:00,variable,0,BSA,Cyclotella sp.,460,460,87930,9.3,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-09,09:03:00,variable,0,BSA,Nitzschia sp.,230,230,24251.9,35.9,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-09,09:03:00,variable,0,BSA,Thalassiosira sp.,115,115,1406951.4,31.5,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-09,09:03:00,variable,0,BSA,Eucapsis microscopica,46456.9,92913.8,16724.5,0.8,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2021-07-19,06:12:00,variable,0,BSA,Cyclotella sp.,67.6,67.6,21136.5,9.3,Good,High
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2021-07-19,06:12:00,variable,0,BSA,Encyonema sp.,135.3,135.3,19661.1,37,Good,High
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2021-07-19,06:12:00,variable,0,BSA,Gyrosigma sp.,67.6,67.6,123439.3,133.3,Good,High
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2021-07-19,06:12:00,variable,0,BSA,Nitzschia sp.,202.9,202.9,32538.8,75.9,Good,High
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2021-07-19,06:12:00,variable,0,BSA,Eucapsis microscopica,27327.6,54655.2,9837.9,0.8,Good,High
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-19,07:13:00,variable,0,BSA,Nitzschia reversa,79.3,79.3,31151,98.2,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-19,07:13:00,variable,0,BSA,Nitzschia sp.,237.9,237.9,22007.1,18.5,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-19,07:13:00,variable,0,BSA,cf. Ulnaria sp.,79.3,79.3,227443.5,107.4,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-19,07:13:00,variable,0,BSA,Chlorella sp.,79.3,79.3,2657.5,4,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-19,07:13:00,variable,0,BSA,Lagerheimia cf. genevensis,79.3,79.3,2092.8,5.6,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-19,07:13:00,variable,0,BSA,Eucapsis microscopica,31008.3,62016.5,11163,0.8,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2021-07-19,07:13:00,variable,0,BSA,cf. Microcystis sp.,237.9,237.9,21876.8,5.6,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-19,07:37:00,variable,0,BSA,Cocconeis sp.,31.3,31.3,11450.4,16.7,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-19,07:37:00,variable,0,BSA,Cylindrotheca closterium,31.3,31.3,1703.3,17,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-19,07:37:00,variable,0,BSA,Chlorella sp.,93.9,93.9,768,2.5,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-19,07:37:00,variable,0,BSA,cf. Ulothrix sp.,62.6,250.3,94697.3,10,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-19,07:37:00,variable,0,BSA,Teleaulax amphioxeia,93.9,93.9,8847.2,6,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2021-07-19,07:37:00,variable,0,BSA,Eucapsis microscopica,12516.2,25032.3,4505.8,0.8,Good,NA
SMSCG,STN_606,38.16775731,-122.0220091,grab_surface,2021-07-19,08:43:00,variable,0,BSA,cf. Cocconeis sp.,90.2,90.2,68143.3,18.5,Good,Moderate
SMSCG,STN_606,38.16775731,-122.0220091,grab_surface,2021-07-19,08:43:00,variable,0,BSA,Plagioselmis nannoplanctica,180.4,180.4,13772.6,5.6,Good,Moderate
SMSCG,STN_606,38.16775731,-122.0220091,grab_surface,2021-07-19,08:43:00,variable,0,BSA,Eucapsis microscopica,36977.9,73955.8,13312.1,0.8,Good,Moderate
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2021-07-19,09:48:00,variable,0,BSA,Cyclotella sp.,139.4,139.4,35031.1,8,Good,Low
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2021-07-19,09:48:00,variable,0,BSA,Ochromonas sp.,139.4,139.4,24138.6,7,Good,Low
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2021-07-19,09:48:00,variable,0,BSA,Plagioselmis nannoplanctica,557.5,557.5,347465.2,11.5,Good,Low
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2021-07-19,09:48:00,variable,0,BSA,Eucapsis microscopica,56311.4,112622.8,20272.1,0.8,Good,Low
SMSCG,STN_602,38.114,-122.0461944,grab_surface,2021-07-19,10:09:00,variable,0,BSA,Skeletonema sp.,34.6,34.6,2273.5,9.3,Good,Moderate
SMSCG,STN_602,38.114,-122.0461944,grab_surface,2021-07-19,10:09:00,variable,0,BSA,Plagioselmis nannoplanctica,103.8,103.8,9485.1,6,Good,Moderate
SMSCG,STN_602,38.114,-122.0461944,grab_surface,2021-07-19,10:09:00,variable,0,BSA,Teleaulax amphioxeia,103.8,103.8,7921.8,5.6,Good,Moderate
SMSCG,STN_602,38.114,-122.0461944,grab_surface,2021-07-19,10:09:00,variable,0,BSA,Eucapsis microscopica,13937.4,27874.8,5017.5,0.8,Good,Moderate
SMSCG,STN_602,38.114,-122.0461944,grab_surface,2021-07-19,10:09:00,variable,0,BSA,Glenodinium sp.,34.6,34.6,128975.7,22,Good,Moderate
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-20,10:04:00,variable,0,BSA,Achnanthidium sp.,60.5,60.5,879.4,7.4,BrokenDiatoms,Low
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-20,10:04:00,variable,0,BSA,Cyclotella sp.,121,121,19713.3,7.4,BrokenDiatoms,Low
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-20,10:04:00,variable,0,BSA,cf. Skeletonema sp.,121,121,10830.6,9.3,BrokenDiatoms,Low
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-20,10:04:00,variable,0,BSA,Chlorella sp.,60.5,60.5,5565.2,5.6,BrokenDiatoms,Low
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-20,10:04:00,variable,0,BSA,Aphanizomenon sp.,60.5,121,4658.3,4,BrokenDiatoms,Low
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-20,10:04:00,variable,0,BSA,Chroococcus cf. minutus,60.5,484.2,2028.1,2,BrokenDiatoms,Low
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-20,10:04:00,variable,0,BSA,Eucapsis microscopica,23543.2,47086.3,8475.5,0.8,BrokenDiatoms,Low
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-20,10:04:00,variable,0,BSA,cf. Microcystis sp.,302.6,423.7,21591.6,5,BrokenDiatoms,Low
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-07-20,10:04:00,variable,0,BSA,Pseudanabaena sp.,60.5,302.6,594.2,2.5,BrokenDiatoms,Low
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-07-20,10:57:00,variable,0,BSA,Cyclotella sp.,345,345,69361.7,9.3,Good,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-07-20,10:57:00,variable,0,BSA,cf. Tryblionella sp.,115,115,142805.1,25.9,Good,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-07-20,10:57:00,variable,0,BSA,Aphanizomenon sp.,115,1954.9,94585.2,5.6,Good,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-07-20,10:57:00,variable,0,BSA,Eucapsis microscopica,46686.9,93373.8,16807.3,0.8,Good,NA
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-21,08:22:00,variable,0,BSA,Acanthoceras sp.,34.8,34.8,8046.2,17.5,Good,NA
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-21,08:22:00,variable,0,BSA,Nitzschia sp.,34.8,34.8,1908.2,14.8,Good,NA
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-21,08:22:00,variable,0,BSA,Ochromonas sp.,104.5,104.5,2955.5,4,Good,NA
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-21,08:22:00,variable,0,BSA,Aphanizomenon sp.,34.8,453,24406.9,5.6,Good,NA
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-21,08:22:00,variable,0,BSA,Eucapsis microscopica,13241.5,26483.1,4767,0.8,Good,NA
SMSCG,STN_801,38.05561111,-121.847,grab_surface,2021-07-21,08:22:00,variable,0,BSA,cf. Microcystis sp.,418.2,940.8,29222.1,4,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,Acanthoceras sp.,172.5,172.5,23387.9,18,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,Cyclotella sp.,115,115,14603.9,7.4,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,Navicula sp.,172.5,172.5,12472.9,18,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,Ulnaria sp.,57.5,57.5,45645,72.2,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,Chlamydomonas sp.,57.5,57.5,5868.6,6,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,Chlorella sp.,287.5,287.5,4932.4,3.7,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,Cryptomonas sp.,57.5,57.5,19782.5,12,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,Chroococcus minutus,115,460,416.2,1.2,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,Eucapsis microscopica,22308.5,44502,8010.4,0.8,Good,NA
SMSCG,STN_706,38.09005982,-121.7390041,grab_surface,2021-08-03,09:40:00,variable,0,BSA,cf. Microcystis sp.,115,172.5,4574.7,4,Good,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-08-03,10:29:00,variable,0,BSA,Acanthoceras sp.,70.8,70.8,18877.7,15.6,BrokenDiatoms,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-08-03,10:29:00,variable,0,BSA,Cyclotella sp.,70.8,70.8,15294.2,9.3,BrokenDiatoms,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-08-03,10:29:00,variable,0,BSA,Entomoneis paludosa,35.4,35.4,61815.3,33.3,BrokenDiatoms,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-08-03,10:29:00,variable,0,BSA,cf. Navicula sp.,35.4,35.4,1008.7,12.1,BrokenDiatoms,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-08-03,10:29:00,variable,0,BSA,cf. Nitzschia sp.,35.4,35.4,41282.6,27.8,BrokenDiatoms,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-08-03,10:29:00,variable,0,BSA,Nitzschia sp.,70.8,70.8,6312.2,27.8,BrokenDiatoms,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-08-03,10:29:00,variable,0,BSA,Chlamydomonas sp.,35.4,35.4,3253.5,5.6,BrokenDiatoms,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-08-03,10:29:00,variable,0,BSA,Plagioselmis nannoplanctica,283.1,283.1,49507,9.3,BrokenDiatoms,NA
SMSCG,STN_704,38.06776131,-121.7750077,grab_surface,2021-08-03,10:29:00,variable,0,BSA,Aphanizomenon sp.,35.4,2158.3,129956,5.6,BrokenDiatoms,NA
